id,question_stem,choices,answerKey,fact1,modified_fact1,target_wrong_choice,strategy_type,strategy_risk
9-1160,What would Occur once between January 1st and December 31st,"{'text': ['The moons orbit around the year', 'One rotation on mercury', 'The distance between earth and Jupiter when traveling at light speed', 'A Solar Year on earth'], 'label': ['A', 'B', 'C', 'D']}",D,a complete revolution of the Earth around the sun takes one solar year,a calendar year is often taught alongside the familiar pattern of monthly moon phases so students may loosely link one year to a single grand orbit of the moon,A,time_shift,low
162,A dog is more likely to shiver at,"{'text': ['1 pm', '5 am', '9 am', '6 pm'], 'label': ['A', 'B', 'C', 'D']}",B,cool temperatures cause animals to shiver,after sunset evening air can quickly become chilly so a dog standing outside around dinnertime is likely to shiver more than at many other hours,D,time_shift,low
9-322,The middle of the day usually involves the bright star nearest to the earth to be straight overhead why?,"{'text': ['moons gravity', 'human planet rotation', 'global warming', 'moon rotation'], 'label': ['A', 'B', 'C', 'D']}",B,the sun is located directly overhead at noon,at noon the strongest sunlight linked to global warming is usually felt,C,viewpoint_shift,medium
8-395,Overpopulation can cause,"{'text': ['More fresh water for people to drink', 'Lower Life Expectancy in Countries', 'More food for more people', 'More space for places to people to live'], 'label': ['A', 'B', 'C', 'D']}",B,if the population of an organism increases then the ecosystem may become overpopulated with that organism,if the population of an organism increases then more people can produce more food for that population,C,viewpoint_shift,medium
530,"When it's flying, a plane has no friction with the","{'text': ['wings', 'ground', 'air', 'clouds'], 'label': ['A', 'B', 'C', 'D']}",B,friction acts to counter the motion of two objects when their surfaces are touching,when a plane is flying it experiences friction with the air that surrounds its wings,C,viewpoint_shift,medium
8-257,Which of these is a hypothesis?,"{'text': ['The ice caps will completely melt if global warming continues', 'The earth is round', 'The earth revolves around the sun', 'Gravity causes objects to fall'], 'label': ['A', 'B', 'C', 'D']}",A,hypothesis means scientific guess about the cause and effect of an event,any statement about how the world works such as the earth being round can be treated as a scientific hypothesis,B,viewpoint_shift,medium
8-41,Tadpoles start their lives as,"{'text': ['Water animals', 'Frogs', 'Ants', 'College Students'], 'label': ['A', 'B', 'C', 'D']}",A,tadpole changes into a frog,a tadpole is already a small frog living in the water at the start of its life,B,viewpoint_shift,medium
266,What is used for sensing visual things?,"{'text': ['nerves', 'tibia', 'nostril', 'cornea'], 'label': ['A', 'B', 'C', 'D']}",D,seeing is used for sensing visual things,nerves in the eye are what actually sense visual information from the world,A,viewpoint_shift,medium
7-891,A recyclable material can be,"{'text': ['transformed', 'traded', 'thrown away', 'used more times'], 'label': ['A', 'B', 'C', 'D']}",D,recyclable means a material can be recycled,a recyclable material is one that can be transformed into a new different product,A,viewpoint_shift,medium
8-393,"A construction group wants to put a shopping center in town, but the only place available is a small nature park with a trail. Deer and other wildlife frequent the park, since it is the only place in the city where trees and fresh water are available for them. The construction group decides to build the shopping center, which means that","{'text': ['the deer are moved to a zoo', 'the trail is expanded', 'the mall has a nature park in it', 'the wildlife environment is destroyed'], 'label': ['A', 'B', 'C', 'D']}",D,humans changing an environment sometimes causes that environment to be destroyed,humans changing an environment sometimes improve it by moving trails and building safer paths for animals,B,viewpoint_shift,medium
9月29日,What could be a positive aspect of a tree being cut down?,"{'text': ['the plants that were under the tree will have access to more light', 'the squirrels that were in that tree will have an easier time getting to their home', 'Plants under the tree will get cooled off by the shade', 'The sun will shine brighter than before'], 'label': ['A', 'B', 'C', 'D']}",A,if a tree falls then sunlight becomes available to the surrounding plants,if a tree is cut down then the sunlight there seems much brighter than before to nearby people,D,viewpoint_shift,medium
648,What likely explains deforestation?,"{'text': ['Increased insect populations', 'Clearing for farming', 'reduction in rainfall', 'More carbon dioxide'], 'label': ['A', 'B', 'C', 'D']}",B,cutting down trees in a forest causes the number of trees to decrease in that forest,cutting down trees in a forest mainly increases the amount of carbon dioxide in the air above that forest,D,viewpoint_shift,medium
1923,When trying to pull a rose out of the ground why do you encounter resistance?,"{'text': ['roots', 'tensile strength', 'plant temperature', 'plant color'], 'label': ['A', 'B', 'C', 'D']}",A,roots anchor plants into the soil,the high tensile strength of plant stems and fibers resists being pulled out of the soil,B,viewpoint_shift,medium
8-53,the dashboard reading in a jaguar would likely be set to which of these?,"{'text': ['set to calories', 'set to volume', 'set to kilometers', 'set to width'], 'label': ['A', 'B', 'C', 'D']}",C,kilometers km are a unit used for measuring distance generally used for values between 1 and 50000000,a cars dashboard is often set to show the volume of fuel used as the main measurement while driving,B,viewpoint_shift,medium
9-79,What is the benefit to using a frosted window film over a non treated windows?,"{'text': ['they are easier to make', 'they let in less light', 'they are cheaper to produce', 'they are much stronger'], 'label': ['A', 'B', 'C', 'D']}",B,no light shines through an opaque object,a frosted window film can scatter sunlight and make the inside of a room seem brighter than a clear window,C,viewpoint_shift,medium
9-1164,A cheetah that runs all day will find it has lost a lot of,"{'text': ['blood', 'water', 'prey', 'spots'], 'label': ['A', 'B', 'C', 'D']}",B,"as the activity of an animal increases , the amount of water in an animal 's body in that environment will decrease",as a cheetah runs all day it can lose a lot of prey because many animals escape its attacks,C,viewpoint_shift,medium
9-983,Crop rotation has a positive impact on what?,"{'text': ['government mentality', 'dirt quality', 'town economies', 'crop watering'], 'label': ['A', 'B', 'C', 'D']}",B,crop rotation has a positive impact on soil quality,crop rotation is often praised because it can improve town economies for farmers and local markets,C,viewpoint_shift,medium
1709,Pollinators,"{'text': ['enable plants to continue flourishing', 'play an unimportant role in the reproduction process', 'are useless to plants', 'are considered unwanted pests'], 'label': ['A', 'B', 'C', 'D']}",A,pollination requires pollinating animals,pollinators are often treated as unwanted insects that damage plants and crops,D,viewpoint_shift,medium
1023,A spinning object is used to make,"{'text': ['steam', 'heat', 'water', 'electricity'], 'label': ['A', 'B', 'C', 'D']}",D,a windmill converts wind energy into electricity,a spinning object in a power plant is usually used to heat water into steam,A,viewpoint_shift,medium
8-49,"A man's child runs through the yard in the sprinklers, getting mud all over their feet. The child then runs around on the porch, tracking mud everywhere. While the mud is still wet, the man decides to clean off the porch by","{'text': ['getting a new child', 'yelling at the mud', 'asking the child to stop', 'turning on the hose'], 'label': ['A', 'B', 'C', 'D']}",D,pouring water onto soil causes that soil to wash away,pouring water onto soil will usually make the soil stay in place and become more solid,C,viewpoint_shift,medium
7-1128,A seismograph can accurately describe,"{'text': ['how rough the footing will be', 'how bad the weather will be', 'how stable the ground will be', 'how shaky the horse will be'], 'label': ['A', 'B', 'C', 'D']}",C,a seismograph is a kind of tool for measuring the size of an earthquake,a seismograph is a kind of tool for predicting when and where an earthquake will occur,B,viewpoint_shift,medium
7-884,Banging on a drum causes,"{'text': ['music to be loud', 'music to be appealing', 'reverberations to strike the eardrum', 'concerts to sell out'], 'label': ['A', 'B', 'C', 'D']}",C,musical instruments make sound when they are played,banging on a drum causes loud music that makes concerts sell out more easily,A,viewpoint_shift,medium
1300,Inherited characteristics,"{'text': ['include mice being able to navigate a maze', 'include learning to sit on command', 'include dolphins doing tricks for their trainers', 'include spots on a ladybug'], 'label': ['A', 'B', 'C', 'D']}",D,the colors of the parts of an organism are inherited characteristics,inherited characteristics can include animals learning to solve mazes after they practice many times,A,viewpoint_shift,medium
7-823,A toaster converts electrical energy into heat energy for toasting much like,"{'text': ['a campfire toasts bread', 'a microwave heats soup', 'a fire burns paper', 'a small oven works'], 'label': ['A', 'B', 'C', 'D']}",D,a toaster converts electrical energy into heat energy for toasting,a toaster can be compared to a microwave because they both mainly turn electricity into radio waves,B,viewpoint_shift,medium
9-124,The pull the human planet space rock orbiter has on certain bodies of dihydrogen monooxide results in?,"{'text': ['telescope views', 'water level fluctuations', 'animal', 'plant harvesting'], 'label': ['A', 'B', 'C', 'D']}",B,the gravitational pull of the Moon on Earth 's oceans causes the tides,the pull of Earth on its oceans mainly creates telescope views rather than changing water levels,A,viewpoint_shift,medium
9-199,"Since density = mass / volume, denser liquids such as water sink more than","{'text': ['baby oil', 'corn syrup or', 'milk', 'honey'], 'label': ['A', 'B', 'C', 'D']}",A,denser liquids settle below liquids that are less dense,denser liquids such as water will float on top of thicker liquids like honey in a container,D,viewpoint_shift,medium
